,frame,time_ms,time_us,rpm,vss,gear,ptank,map,bp,bp_cmd,tpedal,tplate,afm_v,afm_hz,afm,afm_c,airc,egr,iat,iat2,ect,ect2,pa,oil_press,cvt_temp,inj,inj_bank_2,duty,difp,difpcmd,fuelp,ign,cam,camcmd,excam,excamcmd,wg,wgcmd,vts,svs,purge,accl,bc_duty,af,af_bank_2,af_corr,wide_v,wide,afcmd,afcmd_bank_2,s_trim,l_trim,s_trim_bank_2,l_trim_bank_2,trim,fuel_status,fuel_status_bank_2,ethanol,k_level,k_retard,k_retard_1,k_retard_2,k_retard_3,k_retard_4,k_control,ign_limit,k_count,k_count_1,k_count_2,k_count_3,k_count_4,k_count_5,k_count_6,bat,cat_t,abs_lf,abs_rf,abs_lr,abs_rr,clutch_pos,brake_press,steer_ang,steer_trq,g_lat,g_long,g_z,yaw,eco,fuel_used,tc_v,tc_ecuslip,tc_r,tc_lf,tc_rf,tc_lr,tc_rr,tc_slip,tc_turn,tc_overslip,tc_out
1213,1213,9542,9542022,777,11.8061,4,0,-20.5,14.07,-19.9,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.12,32,0.89,0,0,775.95,783.28,18,-1,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.08,0,14.08,0,0,13.97,0,0,-1,0,0,-2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.5,12.3902,12.415,12.4212,12.384,99,8.0,1,0,0.0,-0.18,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,1214,9542,9542999,777,11.8061,4,0,-20.5,14.07,-19.9,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.12,32,0.89,0,0,775.95,783.28,18,-1,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.08,0,14.08,0,0,13.97,0,0,-1,0,0,-2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.5,12.3902,12.415,12.4212,12.384,99,8.0,2,0,0.0,-0.18,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,1215,9544,9544006,777,11.8061,4,0,-20.5,14.07,-19.9,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.12,32,0.89,0,0,775.95,783.28,18,-1,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.08,0,14.08,0,0,13.97,0,0,-1,0,0,-2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.5,12.3902,12.415,12.4212,12.384,99,8.0,2,0,0.0,-0.18,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,1216,9545,9545013,777,11.8061,4,0,-20.5,14.07,-19.9,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.12,32,0.89,0,0,775.95,783.28,18,-1,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.08,0,14.08,0,0,13.97,0,0,-1,0,0,-2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.5,12.241,12.2597,12.2473,12.2038,99,8.0,2,0,0.0,-0.18,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,1217,9546,9546020,777,11.8061,4,0,-20.5,14.07,-19.9,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.12,32,0.89,0,0,775.95,783.28,18,-1,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.08,0,14.08,0,0,13.97,0,0,-1,0,0,-2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.5,12.241,12.2597,12.2473,12.2038,99,8.0,2,0,0.01,-0.19,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,1218,9570,9570404,777,11.8061,4,0,-20.5,14.07,-19.9,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.12,32,0.88,0,0,775.95,783.28,18,-1,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.08,0,14.08,0,0,13.97,0,0,-1,0,0,-2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.5,12.241,12.2597,12.2473,12.2038,99,8.0,2,0,0.01,-0.19,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,1219,9591,9591491,777,11.8061,4,0,-20.5,14.05,-19.9,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.3,32,0.88,0,0,775.95,783.28,18,-1,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.07,0,14.07,0,0,13.97,0,0,-1,0,0,-2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.3,12.241,12.2597,12.2473,12.2038,99,8.0,2,0,0.01,-0.19,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,1220,9592,9592010,777,11.8061,4,0,-20.5,14.05,-19.9,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.3,32,0.88,0,0,775.95,783.28,18,-1,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.07,0,14.07,0,0,13.97,0,0,-1,0,0,-2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.3,12.241,12.2597,12.2473,12.2038,99,8.0,2,0,0.01,-0.19,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,1221,9593,9593017,777,11.8061,4,0,-20.5,14.05,-19.9,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.3,32,0.88,0,0,775.95,783.28,18,-1,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.07,0,14.07,0,0,13.97,0,0,-1,0,0,-2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.3,12.241,12.2597,12.2473,12.2038,99,8.0,2,0,0.01,-0.19,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,1222,9594,9594024,777,11.8061,4,0,-20.5,14.05,-19.9,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.3,32,0.88,0,0,775.95,783.28,18,-1,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.07,0,14.07,0,0,13.97,0,0,-1,0,0,-2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.3,12.241,12.2597,12.2473,12.2038,99,8.0,2,0,0.01,-0.19,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,1223,9595,9595001,777,11.8061,4,0,-20.5,14.05,-19.9,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.3,32,0.88,0,0,775.95,783.28,18,-1,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.07,0,14.07,0,0,13.97,0,0,-1,0,0,-2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.3,12.1106,12.1043,12.036,12.0484,99,8.0,2,0,0.01,-0.19,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,1224,9596,9596008,777,11.8061,4,0,-20.5,14.05,-19.9,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.3,32,0.88,0,0,775.95,783.28,18,-1,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.07,0,14.07,0,0,13.97,0,0,-1,0,0,-2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.3,12.1106,12.1043,12.036,12.0484,99,8.0,2,0,0.01,-0.19,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,1225,9619,9619476,777,11.8061,4,0,-20.9,14.05,-19.9,0,1,1.04,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.3,32,0.88,0,0,775.95,783.28,18,-1,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.07,0,14.07,0,0,13.97,0,0,-1,0,0,-2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.3,12.1106,12.1043,12.036,12.0484,99,8.0,2,0,0.01,-0.19,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,1226,9651,9651519,777,11.8061,4,0,-20.9,14.06,-19.9,0,1,1.04,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.3,32,0.88,0,0,778.85,783.28,18,-1,32,33,-22,-23,8.2,8.0,Off,Off,0,Off,0,14.07,0,14.07,0,0,13.97,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.3,12.1106,12.1043,12.036,12.0484,99,8.0,2,0,0.01,-0.19,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,1227,9652,9652008,777,11.8061,4,0,-20.9,14.06,-19.9,0,1,1.04,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.3,32,0.88,0,0,778.85,783.28,18,-1,32,33,-22,-23,8.2,8.0,Off,Off,0,Off,0,14.07,0,14.07,0,0,13.97,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.3,12.1106,12.1043,12.036,12.0484,99,8.0,2,0,0.01,-0.19,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,1228,9653,9653015,777,11.8061,4,0,-20.9,14.06,-19.9,0,1,1.04,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.3,32,0.88,0,0,778.85,783.28,18,-1,32,33,-22,-23,8.2,8.0,Off,Off,0,Off,0,14.07,0,14.07,0,0,13.97,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.3,12.1106,12.1043,12.036,12.0484,99,8.0,2,0,0.01,-0.19,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,1229,9654,9654022,777,11.8061,4,0,-20.9,14.06,-19.9,0,1,1.04,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.3,32,0.88,0,0,778.85,783.28,18,-1,32,33,-22,-23,8.2,8.0,Off,Off,0,Off,0,14.07,0,14.07,0,0,13.97,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.3,12.1106,12.1043,12.036,12.0484,99,7.76,2,0,0.01,-0.19,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,1230,9654,9654998,777,11.8061,4,0,-20.9,14.06,-19.9,0,1,1.04,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.3,32,0.88,0,0,778.85,783.28,18,-1,32,33,-22,-23,8.2,8.0,Off,Off,0,Off,0,14.07,0,14.07,0,0,13.97,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.3,11.9428,11.949,11.8309,11.8558,99,7.76,2,0,0.01,-0.19,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,1231,9656,9656005,777,11.8061,4,0,-20.9,14.06,-19.9,0,1,1.04,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.3,32,0.88,0,0,778.85,783.28,18,-1,32,33,-22,-23,8.2,8.0,Off,Off,0,Off,0,14.07,0,14.07,0,0,13.97,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.3,11.9428,11.949,11.8309,11.8558,99,7.76,2,0,-0.01,-0.175,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,1232,9679,9679473,779,11.8061,4,0,-20.9,14.06,-19.9,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.3,32,0.87,0,0,778.85,783.28,18,-2,32,33,-22,-23,8.2,8.0,Off,Off,0,Off,0,14.07,0,14.07,0,0,13.97,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.3,11.9428,11.949,11.8309,11.8558,99,7.76,2,0,-0.01,-0.175,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,1233,9703,9703430,779,11.8061,4,0,-20.9,14.06,-19.9,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.12,32,0.87,0,0,778.85,783.28,18,-2,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.07,0,14.07,0,0,13.98,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.2,11.9428,11.949,11.8309,11.8558,99,7.76,2,0,-0.01,-0.175,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,1234,9704,9704010,779,11.8061,4,0,-20.9,14.06,-19.9,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.12,32,0.87,0,0,778.85,783.28,18,-2,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.07,0,14.07,0,0,13.98,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.2,11.9428,11.949,11.8309,11.8558,99,7.76,2,0,-0.01,-0.175,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,1235,9705,9705017,779,11.8061,4,0,-20.9,14.06,-19.9,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.12,32,0.87,0,0,778.85,783.28,18,-2,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.07,0,14.07,0,0,13.98,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.2,11.9428,11.949,11.8309,11.8558,99,7.76,2,0,-0.01,-0.175,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,1236,9706,9706024,779,11.8061,4,0,-20.9,14.06,-19.9,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.12,32,0.87,0,0,778.85,783.28,18,-2,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.07,0,14.07,0,0,13.98,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.2,11.9428,11.949,11.8309,11.8558,99,8.0,2,0,-0.01,-0.175,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,1237,9707,9707000,779,11.8061,4,0,-20.9,14.06,-19.9,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.12,32,0.87,0,0,778.85,783.28,18,-2,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.07,0,14.07,0,0,13.98,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.2,11.7626,11.7377,11.775,11.7439,99,8.0,2,0,-0.01,-0.175,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,1238,9708,9708007,779,11.8061,4,0,-20.9,14.06,-19.9,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.12,32,0.87,0,0,778.85,783.28,18,-2,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.07,0,14.07,0,0,13.98,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.2,11.7626,11.7377,11.775,11.7439,99,8.0,2,0,0.0,-0.18,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,1239,9729,9729461,779,11.1847,4,0,-20.9,14.06,-19.9,0,1,1.04,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.12,32,0.87,0,0,778.85,783.28,18,-3,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.07,0,14.07,0,0,13.98,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1032.2,11.7626,11.7377,11.775,11.7439,99,8.0,2,0,0.0,-0.18,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,1240,9754,9754943,779,11.1847,4,0,-20.9,14.07,-19.9,0,1,1.04,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.12,32,0.87,0,0,778.85,783.28,18,-3,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.06,0,14.06,0,0,13.98,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1031.9,11.7626,11.7377,11.775,11.7439,99,8.0,2,0,0.0,-0.18,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,1241,9763,9763000,779,11.1847,4,0,-20.9,14.07,-19.9,0,1,1.04,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.12,32,0.87,0,0,778.85,783.28,18,-3,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.06,0,14.06,0,0,13.98,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1031.9,11.7626,11.7377,11.775,11.7439,99,8.0,2,0,0.0,-0.18,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,1242,9776,9776000,779,11.1847,4,0,-20.9,14.07,-19.9,0,1,1.04,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.12,32,0.87,0,0,778.85,783.28,18,-3,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.06,0,14.06,0,0,13.98,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1031.9,11.7626,11.7377,11.775,11.7439,99,8.0,2,0,0.0,-0.18,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,1243,9777,9777008,779,11.1847,4,0,-20.9,14.07,-19.9,0,1,1.04,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.12,32,0.87,0,0,778.85,783.28,18,-3,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.06,0,14.06,0,0,13.98,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1031.9,11.7626,11.7377,11.775,11.7439,99,8.0,2,0,0.0,-0.18,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,1244,9778,9778015,779,11.1847,4,0,-20.9,14.07,-19.9,0,1,1.04,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.12,32,0.87,0,0,778.85,783.28,18,-3,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.06,0,14.06,0,0,13.98,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1031.9,11.5265,11.5513,11.514,11.5265,99,8.0,2,0,0.0,-0.18,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,1245,9778,9778991,779,11.1847,4,0,-20.9,14.07,-19.9,0,1,1.04,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.12,32,0.87,0,0,778.85,783.28,18,-3,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.06,0,14.06,0,0,13.98,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1031.9,11.5265,11.5513,11.514,11.5265,99,8.0,2,0,0.0,-0.18,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,1246,9801,9801452,779,11.1847,4,0,-20.9,14.07,-19.9,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.12,32,0.89,0,0,778.85,783.28,18,-1,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.06,0,14.06,0,0,13.98,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1031.9,11.5265,11.5513,11.514,11.5265,99,8.0,2,0,0.0,-0.18,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,1247,9823,9823455,779,11.1847,4,0,-20.9,14.06,-20.0,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.26,32,0.89,0,0,778.85,783.28,18,-1,32,33,-22,-23,8.2,8.0,Off,Off,0,Off,0,14.05,0,14.05,0,0,13.98,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1031.8,11.5265,11.5513,11.514,11.5265,99,8.0,2,0,0.0,-0.18,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,1248,9824,9824005,779,11.1847,4,0,-20.9,14.06,-20.0,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.26,32,0.89,0,0,778.85,783.28,18,-1,32,33,-22,-23,8.2,8.0,Off,Off,0,Off,0,14.05,0,14.05,0,0,13.98,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1031.8,11.5265,11.5513,11.514,11.5265,99,8.0,2,0,0.0,-0.18,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,1249,9825,9825012,779,11.1847,4,0,-20.9,14.06,-20.0,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.26,32,0.89,0,0,778.85,783.28,18,-1,32,33,-22,-23,8.2,8.0,Off,Off,0,Off,0,14.05,0,14.05,0,0,13.98,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1031.8,11.5265,11.5513,11.514,11.5265,99,8.0,2,0,0.0,-0.18,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,1250,9826,9826019,779,11.1847,4,0,-20.9,14.06,-20.0,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.26,32,0.89,0,0,778.85,783.28,18,-1,32,33,-22,-23,8.2,8.0,Off,Off,0,Off,0,14.05,0,14.05,0,0,13.98,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1031.8,11.5265,11.5513,11.514,11.5265,99,8.0,2,0,0.0,-0.18,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,1251,9827,9827026,779,11.1847,4,0,-20.9,14.06,-20.0,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.26,32,0.89,0,0,778.85,783.28,18,-1,32,33,-22,-23,8.2,8.0,Off,Off,0,Off,0,14.05,0,14.05,0,0,13.98,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1031.8,11.4643,11.4705,11.483,11.4333,99,8.0,2,0,0.0,-0.18,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,1252,9828,9828002,779,11.1847,4,0,-20.9,14.06,-20.0,0,1,1.05,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.26,32,0.89,0,0,778.85,783.28,18,-1,32,33,-22,-23,8.2,8.0,Off,Off,0,Off,0,14.05,0,14.05,0,0,13.98,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1031.8,11.4643,11.4705,11.483,11.4333,99,8.0,2,0,-0.01,-0.19,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,1253,9851,9851531,775,11.1847,4,0,-20.9,14.06,-20.0,0,1,1.04,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.26,32,0.87,0,0,778.85,783.28,18,-2,32,33,-22,-23,8.2,8.0,Off,Off,0,Off,0,14.05,0,14.05,0,0,13.98,0,0,-2,0,0,-3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1031.8,11.4643,11.4705,11.483,11.4333,99,8.0,2,0,-0.01,-0.19,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,1254,9875,9875213,775,11.1847,4,0,-20.9,14.08,-20.0,0,1,1.04,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.26,32,0.87,0,0,767.25,783.28,18,-2,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.05,0,14.05,0,0,13.98,0,0,-1,0,0,-2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1031.6,11.4643,11.4705,11.483,11.4333,99,8.0,2,0,-0.01,-0.19,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,1255,9876,9876007,775,11.1847,4,0,-20.9,14.08,-20.0,0,1,1.04,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.26,32,0.87,0,0,767.25,783.28,18,-2,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.05,0,14.05,0,0,13.98,0,0,-1,0,0,-2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1031.6,11.4643,11.4705,11.483,11.4333,100,8.0,2,0,-0.01,-0.19,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,1256,9877,9877014,775,11.1847,4,0,-20.9,14.08,-20.0,0,1,1.04,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.26,32,0.87,0,0,767.25,783.28,18,-2,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.05,0,14.05,0,0,13.98,0,0,-1,0,0,-2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1031.6,11.4643,11.4705,11.483,11.4333,100,8.0,2,0,-0.01,-0.19,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,1257,9878,9878021,775,11.1847,4,0,-20.9,14.08,-20.0,0,1,1.04,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.26,32,0.87,0,0,767.25,783.28,18,-2,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.05,0,14.05,0,0,13.98,0,0,-1,0,0,-2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1031.6,11.4643,11.4705,11.483,11.4333,100,8.0,2,0,-0.01,-0.19,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,1258,9884,9884002,775,11.1847,4,0,-20.9,14.08,-20.0,0,1,1.04,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.26,32,0.87,0,0,767.25,783.28,18,-2,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.05,0,14.05,0,0,13.98,0,0,-1,0,0,-2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1031.6,11.2966,11.2593,11.2717,11.2282,100,8.0,2,0,-0.01,-0.19,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,1259,9885,9885009,775,11.1847,4,0,-20.9,14.08,-20.0,0,1,1.04,0,2.86,110,17,0,116.6,95.0,179.6,163.4,14.21,1.26,32,0.87,0,0,767.25,783.28,18,-2,33,33,-23,-23,8.2,8.0,Off,Off,0,Off,0,14.05,0,14.05,0,0,13.98,0,0,-1,0,0,-2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1031.6,11.2966,11.2593,11.2717,11.2282,100,8.0,2,0,0.01,-0.185,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
