,frame,time_ms,time_us,rpm,vss,gear,ptank,map,bp,bp_cmd,tpedal,tplate,afm_v,afm_hz,afm,afm_c,airc,egr,iat,iat2,ect,ect2,pa,oil_press,cvt_temp,inj,inj_bank_2,duty,difp,difpcmd,fuelp,ign,cam,camcmd,excam,excamcmd,wg,wgcmd,vts,svs,purge,accl,bc_duty,af,af_bank_2,af_corr,wide_v,wide,afcmd,afcmd_bank_2,s_trim,l_trim,s_trim_bank_2,l_trim_bank_2,trim,fuel_status,fuel_status_bank_2,ethanol,k_level,k_retard,k_retard_1,k_retard_2,k_retard_3,k_retard_4,k_control,ign_limit,k_count,k_count_1,k_count_2,k_count_3,k_count_4,k_count_5,k_count_6,bat,cat_t,abs_lf,abs_rf,abs_lr,abs_rr,clutch_pos,brake_press,steer_ang,steer_trq,g_lat,g_long,g_z,yaw,eco,fuel_used,tc_v,tc_ecuslip,tc_r,tc_lf,tc_rf,tc_lr,tc_rr,tc_slip,tc_turn,tc_overslip,tc_out
2348,2348,18555,18555023,2284,8.6992,1,0,0.4,15.2,3.1,42,86,2.7,0,40.88,536,82,0,116.6,96.8,179.6,158.0,14.21,4.81,32,2.13,0,4,2915.26,2900.75,42,16,17,15,-11,-11,0.32,0.0,Off,Off,0,Off,0,15.06,0,15.06,0,0,14.7,0,0,-3,0,0,-3,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,1000.7,8.5252,8.8173,8.2083,8.606,32,0.71,-84,-1,-0.1,0.32,0,-10.8,0,0,0,0,0,0,0,0,0,2,0,0,0
2349,2349,18555,18555999,2284,8.6992,1,0,0.4,15.2,3.1,42,86,2.7,0,40.88,536,82,0,116.6,96.8,179.6,158.0,14.21,4.81,32,2.13,0,4,2915.26,2900.75,42,16,17,15,-11,-11,0.32,0.0,Off,Off,0,Off,0,15.06,0,15.06,0,0,14.7,0,0,-3,0,0,-3,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,1000.7,8.5252,8.8173,8.2083,8.606,32,0.71,-84,-1,-0.1,0.32,0,-10.8,0,0,0,0,0,0,0,0,0,2,0,0,0
2350,2350,18557,18557006,2284,8.6992,1,0,0.4,15.2,3.1,42,86,2.7,0,40.88,536,82,0,116.6,96.8,179.6,158.0,14.21,4.81,32,2.13,0,4,2915.26,2900.75,42,16,17,15,-11,-11,0.32,0.0,Off,Off,0,Off,0,15.06,0,15.06,0,0,14.7,0,0,-3,0,0,-3,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,1000.7,8.9788,9.3082,8.7054,9.1839,32,0.71,-84,-1,-0.1,0.32,0,-10.8,0,0,0,0,0,0,0,0,0,2,0,0,0
2351,2351,18558,18558013,2284,8.6992,1,0,0.4,15.2,3.1,42,86,2.7,0,40.88,536,82,0,116.6,96.8,179.6,158.0,14.21,4.81,32,2.13,0,4,2915.26,2900.75,42,16,17,15,-11,-11,0.32,0.0,Off,Off,0,Off,0,15.06,0,15.06,0,0,14.7,0,0,-3,0,0,-3,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,1000.7,8.9788,9.3082,8.7054,9.1839,32,0.71,-84,-1,-0.17,0.33,0,-12.0,0,0,0,0,0,0,0,0,0,2,0,0,0
2352,2352,18582,18582641,2284,8.6992,1,0,0.7,15.2,3.1,42,86,2.77,0,40.88,536,82,0,116.6,96.8,179.6,158.0,14.21,4.81,32,2.21,0,4,2915.26,2900.75,47,15,17,15,-11,-11,0.32,0.0,Off,Off,0,Off,0,15.06,0,15.06,0,0,14.7,0,0,-3,0,0,-3,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,1000.7,8.9788,9.3082,8.7054,9.1839,32,0.71,-84,-1,-0.17,0.33,0,-12.0,0,0,0,0,0,0,0,0,0,2,0,0,0
2353,2353,18602,18602752,2284,8.6992,1,0,0.7,15.32,2.8,42,88,2.77,0,40.88,536,83,0,116.6,96.8,179.6,158.0,14.21,5.02,32,2.21,0,4,2915.26,2900.75,47,15,14,14,-10,-11,0.31,0.0,Off,Off,0,Off,0,15.17,0,15.17,0,0,14.7,0,1,-3,0,0,-2,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,1000.1,8.9788,9.3082,8.7054,9.1839,32,0.71,-84,-1,-0.17,0.33,0,-12.0,0,0,0,0,0,0,0,0,0,2,0,0,0
2354,2354,18604,18604003,2284,8.6992,1,0,0.7,15.32,2.8,42,88,2.77,0,40.88,536,83,0,116.6,96.8,179.6,158.0,14.21,5.02,32,2.21,0,4,2915.26,2900.75,47,15,14,14,-10,-11,0.31,0.0,Off,Off,0,Off,0,15.17,0,15.17,0,0,14.7,0,1,-3,0,0,-2,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,1000.1,8.9788,9.3082,8.7054,9.1839,32,0.71,-84,-1,-0.17,0.33,0,-12.0,0,0,0,0,0,0,0,0,0,2,0,0,0
2355,2355,18605,18605010,2284,8.6992,1,0,0.7,15.32,2.8,42,88,2.77,0,40.88,536,83,0,116.6,96.8,179.6,158.0,14.21,5.02,32,2.21,0,4,2915.26,2900.75,47,15,14,14,-10,-11,0.31,0.0,Off,Off,0,Off,0,15.17,0,15.17,0,0,14.7,0,1,-3,0,0,-2,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,1000.1,8.9788,9.3082,8.7054,9.1839,32,0.71,-89,0,-0.17,0.33,0,-12.0,0,0,0,0,0,0,0,0,0,2,0,0,0
2356,2356,18606,18606018,2284,8.6992,1,0,0.7,15.32,2.8,42,88,2.77,0,40.88,536,83,0,116.6,96.8,179.6,158.0,14.21,5.02,32,2.21,0,4,2915.26,2900.75,47,15,14,14,-10,-11,0.31,0.0,Off,Off,0,Off,0,15.17,0,15.17,0,0,14.7,0,1,-3,0,0,-2,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,1000.1,8.9788,9.3082,8.7054,9.1839,32,0.71,-89,0,-0.17,0.33,0,-12.0,0,0,0,0,0,0,0,0,0,2,0,0,0
2357,2357,18607,18607025,2284,8.6992,1,0,0.7,15.32,2.8,42,88,2.77,0,40.88,536,83,0,116.6,96.8,179.6,158.0,14.21,5.02,32,2.21,0,4,2915.26,2900.75,47,15,14,14,-10,-11,0.31,0.0,Off,Off,0,Off,0,15.17,0,15.17,0,0,14.7,0,1,-3,0,0,-2,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,1000.1,9.4449,9.7121,9.0037,9.5132,32,0.71,-89,0,-0.17,0.33,0,-12.0,0,0,0,0,0,0,0,0,0,2,0,0,0
2358,2358,18608,18608001,2284,8.6992,1,0,0.7,15.32,2.8,42,88,2.77,0,40.88,536,83,0,116.6,96.8,179.6,158.0,14.21,5.02,32,2.21,0,4,2915.26,2900.75,47,15,14,14,-10,-11,0.31,0.0,Off,Off,0,Off,0,15.17,0,15.17,0,0,14.7,0,1,-3,0,0,-2,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,1000.1,9.4449,9.7121,9.0037,9.5132,32,0.71,-89,0,-0.2,0.345,0,-13.2,0,0,0,0,0,0,0,0,0,2,0,0,0
2359,2359,18630,18630706,2284,9.3206,1,0,1.0,15.32,2.8,42,88,2.81,0,46.47,610,83,0,116.6,96.8,179.6,158.0,14.21,5.02,32,2.26,0,4,2915.26,2900.75,47,15,14,14,-10,-11,0.31,0.0,Off,Off,0,Off,0,15.17,0,15.17,0,0,14.7,0,1,-3,0,0,-2,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,1000.1,9.4449,9.7121,9.0037,9.5132,32,0.71,-89,0,-0.2,0.345,0,-13.2,0,0,0,0,0,0,0,0,0,2,0,0,0
2360,2360,18652,18652709,2284,9.3206,1,0,1.0,15.48,2.6,42,84,2.81,0,46.47,610,84,0,116.6,96.8,179.6,158.0,14.21,5.02,32,2.26,0,4,2906.56,2900.75,47,15,14,14,-11,-12,0.31,0.07,Off,Off,0,Off,0,15.16,0,15.16,0,0,14.7,0,1,-3,0,0,-2,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,999.5,9.4449,9.7121,9.0037,9.5132,32,0.71,-89,0,-0.2,0.345,0,-13.2,0,0,0,0,0,0,0,0,0,2,0,0,0
2361,2361,18654,18654022,2284,9.3206,1,0,1.0,15.48,2.6,42,84,2.81,0,46.47,610,84,0,116.6,96.8,179.6,158.0,14.21,5.02,32,2.26,0,4,2906.56,2900.75,47,15,14,14,-11,-12,0.31,0.07,Off,Off,0,Off,0,15.16,0,15.16,0,0,14.7,0,1,-3,0,0,-2,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,999.5,9.4449,9.7121,9.0037,9.5132,32,0.71,-89,0,-0.2,0.345,0,-13.2,0,0,0,0,0,0,0,0,0,2,0,0,0
2362,2362,18656,18656005,2284,9.3206,1,0,1.0,15.48,2.6,42,84,2.81,0,46.47,610,84,0,116.6,96.8,179.6,158.0,14.21,5.02,32,2.26,0,4,2906.56,2900.75,47,15,14,14,-11,-12,0.31,0.07,Off,Off,0,Off,0,15.16,0,15.16,0,0,14.7,0,1,-3,0,0,-2,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,999.5,9.4449,9.7121,9.0037,9.5132,32,0.71,-93,0,-0.2,0.345,0,-13.2,0,0,0,0,0,0,0,0,0,2,0,0,0
2363,2363,18657,18657012,2284,9.3206,1,0,1.0,15.48,2.6,42,84,2.81,0,46.47,610,84,0,116.6,96.8,179.6,158.0,14.21,5.02,32,2.26,0,4,2906.56,2900.75,47,15,14,14,-11,-12,0.31,0.07,Off,Off,0,Off,0,15.16,0,15.16,0,0,14.7,0,1,-3,0,0,-2,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,999.5,9.4449,9.7121,9.0037,9.5132,32,0.71,-93,0,-0.2,0.345,0,-13.2,0,0,0,0,0,0,0,0,0,2,0,0,0
2364,2364,18658,18658020,2284,9.3206,1,0,1.0,15.48,2.6,42,84,2.81,0,46.47,610,84,0,116.6,96.8,179.6,158.0,14.21,5.02,32,2.26,0,4,2906.56,2900.75,47,15,14,14,-11,-12,0.31,0.07,Off,Off,0,Off,0,15.16,0,15.16,0,0,14.7,0,1,-3,0,0,-2,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,999.5,10.06,10.234,9.507,10.1284,32,0.71,-93,0,-0.2,0.345,0,-13.2,0,0,0,0,0,0,0,0,0,2,0,0,0
2365,2365,18658,18658996,2284,9.3206,1,0,1.0,15.48,2.6,42,84,2.81,0,46.47,610,84,0,116.6,96.8,179.6,158.0,14.21,5.02,32,2.26,0,4,2906.56,2900.75,47,15,14,14,-11,-12,0.31,0.07,Off,Off,0,Off,0,15.16,0,15.16,0,0,14.7,0,1,-3,0,0,-2,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,999.5,10.06,10.234,9.507,10.1284,32,0.71,-93,0,-0.18,0.36,0,-15.6,0,0,0,0,0,0,0,0,0,2,0,0,0
2366,2366,18680,18680725,2606,9.942,1,0,1.0,15.48,2.6,42,84,2.89,0,46.47,534,84,0,116.6,96.8,179.6,158.0,14.21,5.02,32,2.27,0,4,2906.56,2900.75,47,15,14,14,-11,-12,0.31,0.07,Off,Off,0,Off,0,15.16,0,15.16,0,0,14.7,0,1,-3,0,0,-2,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,999.5,10.06,10.234,9.507,10.1284,32,0.71,-93,0,-0.18,0.36,0,-15.6,0,0,0,0,0,0,0,0,0,2,0,0,0
2367,2367,18702,18702728,2606,9.942,1,0,1.0,15.66,2.6,42,77,2.89,0,46.47,534,86,0,116.6,96.8,179.6,158.0,14.21,4.76,32,2.27,0,4,2906.56,2900.75,47,15,13,15,-11,-13,0.3,0.36,Off,Off,0,Off,0,14.96,0,14.96,0,0,14.7,0,1,-3,0,0,-2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,998.8,10.06,10.234,9.507,10.1284,32,0.71,-93,0,-0.18,0.36,0,-15.6,0,0,0,0,0,0,0,0,0,2,0,0,0
2368,2368,18710,18710998,2606,9.942,1,0,1.0,15.66,2.6,42,77,2.89,0,46.47,534,86,0,116.6,96.8,179.6,158.0,14.21,4.76,32,2.27,0,4,2906.56,2900.75,47,15,13,15,-11,-13,0.3,0.36,Off,Off,0,Off,0,14.96,0,14.96,0,0,14.7,0,1,-3,0,0,-2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,998.8,10.06,10.234,9.507,10.1284,32,0.71,-93,0,-0.18,0.36,0,-15.6,0,0,0,0,0,0,0,0,0,2,0,0,0
2369,2369,18712,18712005,2606,9.942,1,0,1.0,15.66,2.6,42,77,2.89,0,46.47,534,86,0,116.6,96.8,179.6,158.0,14.21,4.76,32,2.27,0,4,2906.56,2900.75,47,15,13,15,-11,-13,0.3,0.36,Off,Off,0,Off,0,14.96,0,14.96,0,0,14.7,0,1,-3,0,0,-2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,998.8,10.06,10.234,9.507,10.1284,32,0.71,-96,0,-0.18,0.36,0,-15.6,0,0,0,0,0,0,0,0,0,2,0,0,0
2370,2370,18713,18713012,2606,9.942,1,0,1.0,15.66,2.6,42,77,2.89,0,46.47,534,86,0,116.6,96.8,179.6,158.0,14.21,4.76,32,2.27,0,4,2906.56,2900.75,47,15,13,15,-11,-13,0.3,0.36,Off,Off,0,Off,0,14.96,0,14.96,0,0,14.7,0,1,-3,0,0,-2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,998.8,10.06,10.234,9.507,10.1284,32,0.71,-96,0,-0.18,0.36,0,-15.6,0,0,0,0,0,0,0,0,0,2,0,0,0
2371,2371,18714,18714019,2606,9.942,1,0,1.0,15.66,2.6,42,77,2.89,0,46.47,534,86,0,116.6,96.8,179.6,158.0,14.21,4.76,32,2.27,0,4,2906.56,2900.75,47,15,13,15,-11,-13,0.3,0.36,Off,Off,0,Off,0,14.96,0,14.96,0,0,14.7,0,1,-3,0,0,-2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,998.8,10.5882,10.6752,9.8053,10.495,32,0.71,-96,0,-0.18,0.36,0,-15.6,0,0,0,0,0,0,0,0,0,2,0,0,0
2372,2372,18714,18714996,2606,9.942,1,0,1.0,15.66,2.6,42,77,2.89,0,46.47,534,86,0,116.6,96.8,179.6,158.0,14.21,4.76,32,2.27,0,4,2906.56,2900.75,47,15,13,15,-11,-13,0.3,0.36,Off,Off,0,Off,0,14.96,0,14.96,0,0,14.7,0,1,-3,0,0,-2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,998.8,10.5882,10.6752,9.8053,10.495,32,0.71,-96,0,-0.18,0.345,0,-17.6,0,0,0,0,0,0,0,0,0,2,0,0,0
2373,2373,18740,18740753,2606,10.5633,1,0,1.3,15.66,2.6,42,77,2.91,0,51.08,588,86,0,116.6,96.8,179.6,158.0,14.21,4.76,32,2.31,0,5,2906.56,2900.75,47,15,13,15,-11,-13,0.3,0.36,Off,Off,0,Off,0,14.96,0,14.96,0,0,14.7,0,1,-3,0,0,-2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,998.8,10.5882,10.6752,9.8053,10.495,32,0.71,-96,0,-0.18,0.345,0,-17.6,0,0,0,0,0,0,0,0,0,4,0,0,0
2374,2374,18762,18762695,2606,10.5633,1,0,1.3,15.94,2.4,42,73,2.91,0,51.08,588,87,0,116.6,96.8,179.6,158.0,14.21,4.76,32,2.31,0,5,2906.56,2900.75,47,15,15,17,-12,-14,0.57,0.59,Off,Off,0,Off,0,14.89,0,14.89,0,0,14.7,0,1,-3,0,0,-2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,998.1,10.5882,10.6752,9.8053,10.495,32,0.71,-96,0,-0.18,0.345,0,-17.6,0,0,0,0,0,0,0,0,0,4,0,0,0
2375,2375,18764,18764007,2606,10.5633,1,0,1.3,15.94,2.4,42,73,2.91,0,51.08,588,87,0,116.6,96.8,179.6,158.0,14.21,4.76,32,2.31,0,5,2906.56,2900.75,47,15,15,17,-12,-14,0.57,0.59,Off,Off,0,Off,0,14.89,0,14.89,0,0,14.7,0,1,-3,0,0,-2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,998.1,10.5882,10.6752,9.8053,10.495,31,0.71,-96,0,-0.18,0.345,0,-17.6,0,0,0,0,0,0,0,0,0,4,0,0,0
2376,2376,18765,18765014,2606,10.5633,1,0,1.3,15.94,2.4,42,73,2.91,0,51.08,588,87,0,116.6,96.8,179.6,158.0,14.21,4.76,32,2.31,0,5,2906.56,2900.75,47,15,15,17,-12,-14,0.57,0.59,Off,Off,0,Off,0,14.89,0,14.89,0,0,14.7,0,1,-3,0,0,-2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,998.1,10.5882,10.6752,9.8053,10.495,31,0.71,-97,0,-0.18,0.345,0,-17.6,0,0,0,0,0,0,0,0,0,4,0,0,0
2377,2377,18766,18766021,2606,10.5633,1,0,1.3,15.94,2.4,42,73,2.91,0,51.08,588,87,0,116.6,96.8,179.6,158.0,14.21,4.76,32,2.31,0,5,2906.56,2900.75,47,15,15,17,-12,-14,0.57,0.59,Off,Off,0,Off,0,14.89,0,14.89,0,0,14.7,0,1,-3,0,0,-2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,998.1,10.5882,10.6752,9.8053,10.495,31,0.71,-97,0,-0.18,0.345,0,-17.6,0,0,0,0,0,0,0,0,0,4,0,0,0
2378,2378,18776,18776000,2606,10.5633,1,0,1.3,15.94,2.4,42,73,2.91,0,51.08,588,87,0,116.6,96.8,179.6,158.0,14.21,4.76,32,2.31,0,5,2906.56,2900.75,47,15,15,17,-12,-14,0.57,0.59,Off,Off,0,Off,0,14.89,0,14.89,0,0,14.7,0,1,-3,0,0,-2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,998.1,11.9179,11.6135,10.5012,11.1599,31,0.71,-97,0,-0.18,0.345,0,-17.6,0,0,0,0,0,0,0,0,0,4,0,0,0
2379,2379,18777,18777008,2606,10.5633,1,0,1.3,15.94,2.4,42,73,2.91,0,51.08,588,87,0,116.6,96.8,179.6,158.0,14.21,4.76,32,2.31,0,5,2906.56,2900.75,47,15,15,17,-12,-14,0.57,0.59,Off,Off,0,Off,0,14.89,0,14.89,0,0,14.7,0,1,-3,0,0,-2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,998.1,11.9179,11.6135,10.5012,11.1599,31,0.71,-97,0,-0.18,0.385,0,-18.8,0,0,0,0,0,0,0,0,0,4,0,0,0
2380,2380,18800,18800933,2606,11.8061,1,0,1.6,15.94,2.4,42,73,3.01,0,56.47,650,87,0,114.8,96.8,181.4,158.0,14.21,4.76,32,2.33,0,5,2906.56,2900.75,46,16,15,17,-12,-14,0.57,0.59,Off,Off,0,Off,0,14.89,0,14.89,0,0,14.7,0,1,-3,0,0,-2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,998.1,11.9179,11.6135,10.5012,11.1599,31,0.71,-97,0,-0.18,0.385,0,-18.8,0,0,0,0,0,0,0,0,0,8,0,0,0
2381,2381,18822,18822753,2606,11.8061,1,0,1.6,16.27,2.4,42,66,3.01,0,56.47,650,88,0,114.8,96.8,181.4,158.0,14.21,4.69,32,2.33,0,5,2906.56,2900.75,46,16,17,21,-14,-15,0.66,0.7,Off,Off,0,Off,0,14.83,0,14.83,0,0,14.7,0,0,-3,0,0,-3,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,996.8,11.9179,11.6135,10.5012,11.1599,31,0.71,-97,0,-0.18,0.385,0,-18.8,0,0,0,0,0,0,0,0,0,8,0,0,0
2382,2382,18824,18824005,2606,11.8061,1,0,1.6,16.27,2.4,42,66,3.01,0,56.47,650,88,0,114.8,96.8,181.4,158.0,14.21,4.69,32,2.33,0,5,2906.56,2900.75,46,16,17,21,-14,-15,0.66,0.7,Off,Off,0,Off,0,14.83,0,14.83,0,0,14.7,0,0,-3,0,0,-3,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,996.8,11.9179,11.6135,10.5012,11.1599,28,0.71,-97,0,-0.18,0.385,0,-18.8,0,0,0,0,0,0,0,0,0,8,0,0,0
2383,2383,18825,18825012,2606,11.8061,1,0,1.6,16.27,2.4,42,66,3.01,0,56.47,650,88,0,114.8,96.8,181.4,158.0,14.21,4.69,32,2.33,0,5,2906.56,2900.75,46,16,17,21,-14,-15,0.66,0.7,Off,Off,0,Off,0,14.83,0,14.83,0,0,14.7,0,0,-3,0,0,-3,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,996.8,11.9179,11.6135,10.5012,11.1599,28,0.71,-97,0,-0.18,0.385,0,-18.8,0,0,0,0,0,0,0,0,0,8,0,0,0
2384,2384,18826,18826019,2606,11.8061,1,0,1.6,16.27,2.4,42,66,3.01,0,56.47,650,88,0,114.8,96.8,181.4,158.0,14.21,4.69,32,2.33,0,5,2906.56,2900.75,46,16,17,21,-14,-15,0.66,0.7,Off,Off,0,Off,0,14.83,0,14.83,0,0,14.7,0,0,-3,0,0,-3,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,996.8,11.9179,11.6135,10.5012,11.1599,28,0.71,-97,0,-0.18,0.385,0,-18.8,0,0,0,0,0,0,0,0,0,8,0,0,0
2385,2385,18827,18827026,2606,11.8061,1,0,1.6,16.27,2.4,42,66,3.01,0,56.47,650,88,0,114.8,96.8,181.4,158.0,14.21,4.69,32,2.33,0,5,2906.56,2900.75,46,16,17,21,-14,-15,0.66,0.7,Off,Off,0,Off,0,14.83,0,14.83,0,0,14.7,0,0,-3,0,0,-3,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,996.8,11.4892,11.9552,10.9175,11.6135,28,0.71,-97,0,-0.18,0.385,0,-18.8,0,0,0,0,0,0,0,0,0,8,0,0,0
2386,2386,18828,18828002,2606,11.8061,1,0,1.6,16.27,2.4,42,66,3.01,0,56.47,650,88,0,114.8,96.8,181.4,158.0,14.21,4.69,32,2.33,0,5,2906.56,2900.75,46,16,17,21,-14,-15,0.66,0.7,Off,Off,0,Off,0,14.83,0,14.83,0,0,14.7,0,0,-3,0,0,-3,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,996.8,11.4892,11.9552,10.9175,11.6135,28,0.71,-97,0,-0.23,0.435,0,-19.6,0,0,0,0,0,0,0,0,0,8,0,0,0
2387,2387,18850,18850769,2919,11.8061,1,0,1.9,16.27,2.4,42,66,3.01,0,56.47,580,88,0,114.8,96.8,181.4,158.0,14.21,4.69,32,2.33,0,5,2906.56,2900.75,46,17,17,21,-14,-15,0.66,0.7,Off,Off,0,Off,0,14.83,0,14.83,0,0,14.7,0,0,-3,0,0,-3,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,996.8,11.4892,11.9552,10.9175,11.6135,28,0.71,-97,0,-0.23,0.435,0,-19.6,0,0,0,0,0,0,0,0,0,3,0,0,0
2388,2388,18873,18873413,2919,11.8061,1,0,1.9,16.54,2.5,42,62,3.01,0,56.47,580,88,0,114.8,96.8,181.4,158.0,14.21,4.69,32,2.33,0,5,2912.36,2900.75,46,17,19,22,-14,-16,0.87,1.02,Off,Off,0,Off,0,14.85,0,14.85,0,0,14.7,0,1,-3,0,0,-2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,996.2,11.4892,11.9552,10.9175,11.6135,28,0.71,-97,0,-0.23,0.435,0,-19.6,0,0,0,0,0,0,0,0,0,3,0,0,0
2389,2389,18873,18873992,2919,11.8061,1,0,1.9,16.54,2.5,42,62,3.01,0,56.47,580,88,0,114.8,96.8,181.4,158.0,14.21,4.69,32,2.33,0,5,2912.36,2900.75,46,17,19,22,-14,-16,0.87,1.02,Off,Off,0,Off,0,14.85,0,14.85,0,0,14.7,0,1,-3,0,0,-2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,996.2,11.4892,11.9552,10.9175,11.6135,27,0.71,-97,0,-0.23,0.435,0,-19.6,0,0,0,0,0,0,0,0,0,3,0,0,0
2390,2390,18875,18875000,2919,11.8061,1,0,1.9,16.54,2.5,42,62,3.01,0,56.47,580,88,0,114.8,96.8,181.4,158.0,14.21,4.69,32,2.33,0,5,2912.36,2900.75,46,17,19,22,-14,-16,0.87,1.02,Off,Off,0,Off,0,14.85,0,14.85,0,0,14.7,0,1,-3,0,0,-2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,996.2,11.4892,11.9552,10.9175,11.6135,27,0.71,-97,0,-0.23,0.435,0,-19.6,0,0,0,0,0,0,0,0,0,3,0,0,0
2391,2391,18876,18876007,2919,11.8061,1,0,1.9,16.54,2.5,42,62,3.01,0,56.47,580,88,0,114.8,96.8,181.4,158.0,14.21,4.69,32,2.33,0,5,2912.36,2900.75,46,17,19,22,-14,-16,0.87,1.02,Off,Off,0,Off,0,14.85,0,14.85,0,0,14.7,0,1,-3,0,0,-2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,996.2,11.4892,11.9552,10.9175,11.6135,27,0.71,-97,0,-0.23,0.435,0,-19.6,0,0,0,0,0,0,0,0,0,3,0,0,0
2392,2392,18877,18877014,2919,11.8061,1,0,1.9,16.54,2.5,42,62,3.01,0,56.47,580,88,0,114.8,96.8,181.4,158.0,14.21,4.69,32,2.33,0,5,2912.36,2900.75,46,17,19,22,-14,-16,0.87,1.02,Off,Off,0,Off,0,14.85,0,14.85,0,0,14.7,0,1,-3,0,0,-2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,996.2,14.5215,12.9121,11.5016,12.2908,27,0.71,-97,0,-0.23,0.435,0,-19.6,0,0,0,0,0,0,0,0,0,3,0,0,0
2393,2393,18878,18878021,2919,11.8061,1,0,1.9,16.54,2.5,42,62,3.01,0,56.47,580,88,0,114.8,96.8,181.4,158.0,14.21,4.69,32,2.33,0,5,2912.36,2900.75,46,17,19,22,-14,-16,0.87,1.02,Off,Off,0,Off,0,14.85,0,14.85,0,0,14.7,0,1,-3,0,0,-2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,996.2,14.5215,12.9121,11.5016,12.2908,27,0.71,-97,0,-0.17,0.46,0,-21.6,0,0,0,0,0,0,0,0,0,3,0,0,0
2394,2394,18910,18910766,2919,14.2916,1,0,1.9,16.54,2.5,42,62,3.01,0,60.02,616,88,0,114.8,96.8,179.6,158.0,14.21,4.69,32,2.38,0,5,2912.36,2900.75,46,16,19,22,-14,-16,0.87,1.02,Off,Off,0,Off,0,14.85,0,14.85,0,0,14.7,0,1,-3,0,0,-2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,996.2,14.5215,12.9121,11.5016,12.2908,27,0.71,-97,0,-0.17,0.46,0,-21.6,0,0,0,0,0,0,0,0,0,14,0,0,0
