frame,time_ms,time_us,rpm,vss,gear,ptank,map,bp,bp_cmd,tpedal,tplate,afm_v,afm_hz,afm,afm_c,airc,egr,iat,iat2,ect,ect2,pa,oil_press,cvt_temp,inj,inj_bank_2,duty,difp,difpcmd,fuelp,ign,cam,camcmd,excam,excamcmd,wg,wgcmd,vts,svs,purge,accl,bc_duty,af,af_bank_2,af_corr,wide_v,wide,afcmd,afcmd_bank_2,s_trim,l_trim,s_trim_bank_2,l_trim_bank_2,trim,fuel_status,fuel_status_bank_2,ethanol,k_level,k_retard,k_retard_1,k_retard_2,k_retard_3,k_retard_4,k_control,ign_limit,k_count,k_count_1,k_count_2,k_count_3,k_count_4,k_count_5,k_count_6,bat,cat_t,abs_lf,abs_rf,abs_lr,abs_rr,clutch_pos,brake_press,steer_ang,steer_trq,g_lat,g_long,g_z,yaw,eco,fuel_used,tc_v,tc_ecuslip,tc_r,tc_lf,tc_rf,tc_lr,tc_rr,tc_slip,tc_turn,tc_overslip,tc_out
101587,802056,802056365,3121,78.293,6,0,-1.5,14.9,2.2,25,37,2.85,0,47.49,456,71,0,105.8,93.2,181.4,163.4,14.07,5.08,32,1.8,0,4,2877.55,2900.75,41,18,-9,-8,0,0,0.35,0.11,On,Off,0,Off,0,14.58,0,14.58,0,0,14.7,0,-1,0,0,0,-2,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.2,78.672,78.7652,78.2619,78.1438,0,0.47,1,0,0.01,0.045,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101588,802057,802057373,3121,78.293,6,0,-1.5,14.9,2.2,25,37,2.85,0,47.49,456,71,0,105.8,93.2,181.4,163.4,14.07,5.08,32,1.8,0,4,2877.55,2900.75,41,18,-9,-8,0,0,0.35,0.11,On,Off,0,Off,0,14.58,0,14.58,0,0,14.7,0,-1,0,0,0,-2,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.2,78.672,78.7652,78.2619,78.1438,0,0.47,1,0,0.01,0.045,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101589,802058,802058349,3121,78.293,6,0,-1.5,14.9,2.2,25,37,2.85,0,47.49,456,71,0,105.8,93.2,181.4,163.4,14.07,5.08,32,1.8,0,4,2877.55,2900.75,41,18,-9,-8,0,0,0.35,0.11,On,Off,0,Off,0,14.58,0,14.58,0,0,14.7,0,-1,0,0,0,-2,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.2,78.7341,78.7031,78.293,78.1438,0,0.47,1,0,0.01,0.045,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101590,802059,802059356,3121,78.293,6,0,-1.5,14.9,2.2,25,37,2.85,0,47.49,456,71,0,105.8,93.2,181.4,163.4,14.07,5.08,32,1.8,0,4,2877.55,2900.75,41,18,-9,-8,0,0,0.35,0.11,On,Off,0,Off,0,14.58,0,14.58,0,0,14.7,0,-1,0,0,0,-2,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.2,78.7341,78.7031,78.293,78.1438,0,0.47,1,0,0.02,0.04,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101591,802081,802081420,3121,78.293,6,0,-0.8,14.9,2.2,25,37,2.87,0,50.69,487,71,0,105.8,93.2,181.4,163.4,14.07,5.08,32,1.88,0,4,2877.55,2900.75,42,18,-9,-8,0,0,0.35,0.11,On,Off,0,Off,0,14.58,0,14.58,0,0,14.7,0,-1,0,0,0,-2,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.2,78.7341,78.7031,78.293,78.1438,0,0.47,1,0,0.02,0.04,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101592,802102,802102142,3121,78.293,6,0,-0.8,15.06,2.2,25,39,2.87,0,50.69,487,73,0,105.8,93.2,181.4,163.4,14.07,5.08,32,1.88,0,4,2877.55,2900.75,42,18,-9,-7,0,-1,0.34,0.62,On,Off,0,Off,0,14.53,0,14.53,0,0,14.7,0,-2,0,0,0,-3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.3,78.7341,78.7031,78.293,78.1438,0,0.47,1,0,0.02,0.04,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101593,802115,802115356,3121,78.293,6,0,-0.8,15.06,2.2,25,39,2.87,0,50.69,487,73,0,105.8,93.2,181.4,163.4,14.07,5.08,32,1.88,0,4,2877.55,2900.75,42,18,-9,-7,0,-1,0.34,0.62,On,Off,0,Off,0,14.53,0,14.53,0,0,14.7,0,-2,0,0,0,-3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.3,78.7341,78.7031,78.293,78.1438,0,0.47,1,0,0.02,0.04,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101594,802116,802116363,3121,78.293,6,0,-0.8,15.06,2.2,25,39,2.87,0,50.69,487,73,0,105.8,93.2,181.4,163.4,14.07,5.08,32,1.88,0,4,2877.55,2900.75,42,18,-9,-7,0,-1,0.34,0.62,On,Off,0,Off,0,14.53,0,14.53,0,0,14.7,0,-2,0,0,0,-3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.3,78.7341,78.7031,78.293,78.1438,0,0.47,1,0,0.02,0.04,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101595,802117,802117340,3121,78.293,6,0,-0.8,15.06,2.2,25,39,2.87,0,50.69,487,73,0,105.8,93.2,181.4,163.4,14.07,5.08,32,1.88,0,4,2877.55,2900.75,42,18,-9,-7,0,-1,0.34,0.62,On,Off,0,Off,0,14.53,0,14.53,0,0,14.7,0,-2,0,0,0,-3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.3,78.7341,78.7031,78.293,78.1438,0,0.47,1,0,0.02,0.04,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101596,802118,802118347,3121,78.293,6,0,-0.8,15.06,2.2,25,39,2.87,0,50.69,487,73,0,105.8,93.2,181.4,163.4,14.07,5.08,32,1.88,0,4,2877.55,2900.75,42,18,-9,-7,0,-1,0.34,0.62,On,Off,0,Off,0,14.53,0,14.53,0,0,14.7,0,-2,0,0,0,-3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.3,78.846,78.7901,78.411,78.1687,0,0.47,1,0,0.02,0.04,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101597,802119,802119354,3121,78.293,6,0,-0.8,15.06,2.2,25,39,2.87,0,50.69,487,73,0,105.8,93.2,181.4,163.4,14.07,5.08,32,1.88,0,4,2877.55,2900.75,42,18,-9,-7,0,-1,0.34,0.62,On,Off,0,Off,0,14.53,0,14.53,0,0,14.7,0,-2,0,0,0,-3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.3,78.846,78.7901,78.411,78.1687,0,0.47,1,0,0.03,0.05,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101598,802141,802141540,3131,78.293,6,0,-0.3,15.06,2.2,25,39,2.87,0,50.69,485,73,0,105.8,93.2,181.4,163.4,14.07,5.08,32,1.96,0,5,2877.55,2900.75,42,18,-9,-7,0,-1,0.34,0.62,On,Off,0,Off,0,14.53,0,14.53,0,0,14.7,0,-2,0,0,0,-3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.3,78.846,78.7901,78.411,78.1687,0,0.47,1,0,0.03,0.05,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101599,802162,802162017,3131,78.293,6,0,-0.3,15.4,1.9,25,40,2.87,0,50.69,485,76,0,105.8,93.2,181.4,163.4,14.07,4.77,32,1.96,0,5,2893.5,2900.75,42,18,-8,-6,0,-1,0.83,1.89,On,Off,0,Off,0,14.62,0,14.62,0,0,14.7,0,-2,0,0,0,-3,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.8,78.846,78.7901,78.411,78.1687,0,0.47,1,0,0.03,0.05,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101600,802162,802162353,3131,78.293,6,0,-0.3,15.4,1.9,25,40,2.87,0,50.69,485,76,0,105.8,93.2,181.4,163.4,14.07,4.77,32,1.96,0,5,2893.5,2900.75,42,18,-8,-6,0,-1,0.83,1.89,On,Off,0,Off,0,14.62,0,14.62,0,0,14.7,0,-2,0,0,0,-3,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.8,78.846,78.7901,78.411,78.1687,0,0.47,1,0,0.03,0.05,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101601,802163,802163360,3131,78.293,6,0,-0.3,15.4,1.9,25,40,2.87,0,50.69,485,76,0,105.8,93.2,181.4,163.4,14.07,4.77,32,1.96,0,5,2893.5,2900.75,42,18,-8,-6,0,-1,0.83,1.89,On,Off,0,Off,0,14.62,0,14.62,0,0,14.7,0,-2,0,0,0,-3,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.8,78.846,78.7901,78.411,78.1687,0,0.47,1,0,0.03,0.05,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101602,802164,802164367,3131,78.293,6,0,-0.3,15.4,1.9,25,40,2.87,0,50.69,485,76,0,105.8,93.2,181.4,163.4,14.07,4.77,32,1.96,0,5,2893.5,2900.75,42,18,-8,-6,0,-1,0.83,1.89,On,Off,0,Off,0,14.62,0,14.62,0,0,14.7,0,-2,0,0,0,-3,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.8,78.846,78.7901,78.411,78.1687,0,0.47,1,0,0.03,0.05,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101603,802165,802165344,3131,78.293,6,0,-0.3,15.4,1.9,25,40,2.87,0,50.69,485,76,0,105.8,93.2,181.4,163.4,14.07,4.77,32,1.96,0,5,2893.5,2900.75,42,18,-8,-6,0,-1,0.83,1.89,On,Off,0,Off,0,14.62,0,14.62,0,0,14.7,0,-2,0,0,0,-3,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.8,78.964,78.8771,78.498,78.2619,0,0.47,1,0,0.03,0.05,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101604,802166,802166351,3131,78.293,6,0,-0.3,15.4,1.9,25,40,2.87,0,50.69,485,76,0,105.8,93.2,181.4,163.4,14.07,4.77,32,1.96,0,5,2893.5,2900.75,42,18,-8,-6,0,-1,0.83,1.89,On,Off,0,Off,0,14.62,0,14.62,0,0,14.7,0,-2,0,0,0,-3,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.8,78.964,78.8771,78.498,78.2619,0,0.47,1,0,0.01,0.045,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101605,802192,802192016,3131,78.293,6,0,0.4,15.4,1.9,25,40,2.95,0,54.33,520,76,0,105.8,93.2,181.4,163.4,14.07,4.77,32,2.03,0,5,2893.5,2900.75,43,18,-8,-6,0,-1,0.83,1.89,On,Off,0,Off,0,14.62,0,14.62,0,0,14.7,0,-2,0,0,0,-3,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.8,78.964,78.8771,78.498,78.2619,0,0.47,1,0,0.01,0.045,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101606,802214,802214080,3131,78.293,6,0,0.4,15.52,1.6,25,47,2.95,0,54.33,520,79,0,105.8,93.2,181.4,163.4,14.07,4.77,32,2.03,0,5,2893.5,2900.75,43,18,-7,-5,0,-2,1.62,2.73,On,Off,0,Off,0,14.66,0,14.66,0,0,14.7,0,-2,0,0,0,-3,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.8,78.964,78.8771,78.498,78.2619,0,0.47,1,0,0.01,0.045,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101607,802215,802215362,3131,78.293,6,0,0.4,15.52,1.6,25,47,2.95,0,54.33,520,79,0,105.8,93.2,181.4,163.4,14.07,4.77,32,2.03,0,5,2893.5,2900.75,43,18,-7,-5,0,-2,1.62,2.73,On,Off,0,Off,0,14.66,0,14.66,0,0,14.7,0,-2,0,0,0,-3,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.8,78.964,78.8771,78.498,78.2619,0,0.47,1,0,0.01,0.045,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101608,802216,802216339,3131,78.293,6,0,0.4,15.52,1.6,25,47,2.95,0,54.33,520,79,0,105.8,93.2,181.4,163.4,14.07,4.77,32,2.03,0,5,2893.5,2900.75,43,18,-7,-5,0,-2,1.62,2.73,On,Off,0,Off,0,14.66,0,14.66,0,0,14.7,0,-2,0,0,0,-3,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.8,78.964,78.8771,78.498,78.2619,0,0.47,1,0,0.01,0.045,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101609,802225,802225341,3131,78.293,6,0,0.4,15.52,1.6,25,47,2.95,0,54.33,520,79,0,105.8,93.2,181.4,163.4,14.07,4.77,32,2.03,0,5,2893.5,2900.75,43,18,-7,-5,0,-2,1.62,2.73,On,Off,0,Off,0,14.66,0,14.66,0,0,14.7,0,-2,0,0,0,-3,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.8,78.964,78.8771,78.498,78.2619,0,0.47,1,0,0.01,0.045,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101610,802226,802226348,3131,78.293,6,0,0.4,15.52,1.6,25,47,2.95,0,54.33,520,79,0,105.8,93.2,181.4,163.4,14.07,4.77,32,2.03,0,5,2893.5,2900.75,43,18,-7,-5,0,-2,1.62,2.73,On,Off,0,Off,0,14.66,0,14.66,0,0,14.7,0,-2,0,0,0,-3,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.8,79.0635,78.9951,78.5912,78.3489,0,0.47,1,0,0.01,0.045,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101611,802227,802227355,3131,78.293,6,0,0.4,15.52,1.6,25,47,2.95,0,54.33,520,79,0,105.8,93.2,181.4,163.4,14.07,4.77,32,2.03,0,5,2893.5,2900.75,43,18,-7,-5,0,-2,1.62,2.73,On,Off,0,Off,0,14.66,0,14.66,0,0,14.7,0,-2,0,0,0,-3,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,1148.8,79.0635,78.9951,78.5912,78.3489,0,0.47,1,0,0.01,0.055,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101612,802250,802250000,3131,78.293,6,0,0.7,15.52,1.6,25,47,3.01,0,57.49,550,79,0,105.8,93.2,181.4,163.4,14.07,4.77,32,2.11,0,5,2893.5,2900.75,44,17,-7,-5,0,-2,1.62,2.73,On,Off,0,Off,0,14.66,0,14.66,0,0,14.7,0,-2,0,0,0,-3,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,1148.8,79.0635,78.9951,78.5912,78.3489,0,0.47,1,0,0.01,0.055,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101613,802272,802272125,3131,78.293,6,0,0.7,15.68,1.4,25,58,3.01,0,57.49,550,83,0,105.8,93.2,181.4,163.4,14.07,5.06,32,2.11,0,5,2893.5,2900.75,44,17,-6,-4,-1,-3,2.42,3.21,On,Off,0,Off,0,14.64,0,14.64,0,0,14.7,0,-2,0,0,0,-3,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,1149.2,79.0635,78.9951,78.5912,78.3489,0,0.47,1,0,0.01,0.055,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101614,802273,802273345,3131,78.293,6,0,0.7,15.68,1.4,25,58,3.01,0,57.49,550,83,0,105.8,93.2,181.4,163.4,14.07,5.06,32,2.11,0,5,2893.5,2900.75,44,17,-6,-4,-1,-3,2.42,3.21,On,Off,0,Off,0,14.64,0,14.64,0,0,14.7,0,-2,0,0,0,-3,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,1149.2,79.0635,78.9951,78.5912,78.3489,0,0.47,1,0,0.01,0.055,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101615,802274,802274353,3131,78.293,6,0,0.7,15.68,1.4,25,58,3.01,0,57.49,550,83,0,105.8,93.2,181.4,163.4,14.07,5.06,32,2.11,0,5,2893.5,2900.75,44,17,-6,-4,-1,-3,2.42,3.21,On,Off,0,Off,0,14.64,0,14.64,0,0,14.7,0,-2,0,0,0,-3,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,1149.2,79.0635,78.9951,78.5912,78.3489,0,0.47,0,0,0.01,0.055,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101616,802275,802275360,3131,78.293,6,0,0.7,15.68,1.4,25,58,3.01,0,57.49,550,83,0,105.8,93.2,181.4,163.4,14.07,5.06,32,2.11,0,5,2893.5,2900.75,44,17,-6,-4,-1,-3,2.42,3.21,On,Off,0,Off,0,14.64,0,14.64,0,0,14.7,0,-2,0,0,0,-3,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,1149.2,79.0635,78.9951,78.5912,78.3489,0,0.47,0,0,0.01,0.055,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101617,802276,802276367,3131,78.293,6,0,0.7,15.68,1.4,25,58,3.01,0,57.49,550,83,0,105.8,93.2,181.4,163.4,14.07,5.06,32,2.11,0,5,2893.5,2900.75,44,17,-6,-4,-1,-3,2.42,3.21,On,Off,0,Off,0,14.64,0,14.64,0,0,14.7,0,-2,0,0,0,-3,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,1149.2,79.1691,79.2312,78.6161,78.4669,0,0.47,0,0,0.01,0.055,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101618,802277,802277343,3131,78.293,6,0,0.7,15.68,1.4,25,58,3.01,0,57.49,550,83,0,105.8,93.2,181.4,163.4,14.07,5.06,32,2.11,0,5,2893.5,2900.75,44,17,-6,-4,-1,-3,2.42,3.21,On,Off,0,Off,0,14.64,0,14.64,0,0,14.7,0,-2,0,0,0,-3,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,1149.2,79.1691,79.2312,78.6161,78.4669,0,0.47,0,0,0,0.06,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101619,802301,802301483,3131,78.293,6,0,1,15.68,1.4,25,58,2.99,0,57.49,550,83,0,105.8,93.2,181.4,163.4,14.07,5.06,32,2.18,0,5,2893.5,2900.75,44,15,-6,-4,-1,-3,2.42,3.21,On,Off,0,Off,0,14.64,0,14.64,0,0,14.7,0,-2,0,0,0,-3,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,1149.2,79.1691,79.2312,78.6161,78.4669,0,0.47,0,0,0,0.06,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101620,802322,802322113,3131,78.293,6,0,1,15.78,1.3,25,62,2.99,0,57.49,550,85,0,105.8,93.2,181.4,163.4,14.07,5.06,32,2.18,0,5,2883.35,2900.75,44,15,-5,-3,-2,-3,2.93,3.53,On,Off,0,Off,0,14.7,0,14.7,0,0,14.7,0,-2,0,0,0,-3,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,1149.3,79.1691,79.2312,78.6161,78.4669,0,0.47,0,0,0,0.06,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101621,802323,802323364,3131,78.293,6,0,1,15.78,1.3,25,62,2.99,0,57.49,550,85,0,105.8,93.2,181.4,163.4,14.07,5.06,32,2.18,0,5,2883.35,2900.75,44,15,-5,-3,-2,-3,2.93,3.53,On,Off,0,Off,0,14.7,0,14.7,0,0,14.7,0,-2,0,0,0,-3,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,1149.3,79.1691,79.2312,78.6161,78.4669,0,0.47,0,0,0,0.06,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101622,802324,802324340,3131,78.293,6,0,1,15.78,1.3,25,62,2.99,0,57.49,550,85,0,105.8,93.2,181.4,163.4,14.07,5.06,32,2.18,0,5,2883.35,2900.75,44,15,-5,-3,-2,-3,2.93,3.53,On,Off,0,Off,0,14.7,0,14.7,0,0,14.7,0,-2,0,0,0,-3,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,1149.3,79.1691,79.2312,78.6161,78.4669,0,0.47,0,0,0,0.06,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101623,802325,802325347,3131,78.293,6,0,1,15.78,1.3,25,62,2.99,0,57.49,550,85,0,105.8,93.2,181.4,163.4,14.07,5.06,32,2.18,0,5,2883.35,2900.75,44,15,-5,-3,-2,-3,2.93,3.53,On,Off,0,Off,0,14.7,0,14.7,0,0,14.7,0,-2,0,0,0,-3,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,1149.3,79.1691,79.2312,78.6161,78.4669,0,0.47,0,0,0,0.06,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101624,802326,802326354,3131,78.293,6,0,1,15.78,1.3,25,62,2.99,0,57.49,550,85,0,105.8,93.2,181.4,163.4,14.07,5.06,32,2.18,0,5,2883.35,2900.75,44,15,-5,-3,-2,-3,2.93,3.53,On,Off,0,Off,0,14.7,0,14.7,0,0,14.7,0,-2,0,0,0,-3,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,1149.3,79.2561,79.3182,78.7093,78.5291,0,0.47,0,0,0,0.06,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101625,802335,802335357,3131,78.293,6,0,1,15.78,1.3,25,62,2.99,0,57.49,550,85,0,105.8,93.2,181.4,163.4,14.07,5.06,32,2.18,0,5,2883.35,2900.75,44,15,-5,-3,-2,-3,2.93,3.53,On,Off,0,Off,0,14.7,0,14.7,0,0,14.7,0,-2,0,0,0,-3,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,1149.3,79.2561,79.3182,78.7093,78.5291,0,0.47,0,0,0.03,0.055,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101626,802361,802361816,3140,78.9143,6,0,1.3,15.78,1.3,25,62,2.99,0,57.69,551,85,0,105.8,93.2,181.4,163.4,14.07,5.06,32,2.22,0,5,2883.35,2900.75,45,15,-5,-3,-2,-3,2.93,3.53,On,Off,0,Off,0,14.7,0,14.7,0,0,14.7,0,-2,0,0,0,-3,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,1149.3,79.2561,79.3182,78.7093,78.5291,0,0.47,0,0,0.03,0.055,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101627,802382,802382049,3140,78.9143,6,0,1.3,16.01,1.1,25,60,2.99,0,57.69,551,86,0,105.8,93.2,181.4,163.4,14.07,5.21,32,2.22,0,5,2883.35,2900.75,45,15,-4,-3,-2,-3,3.4,3.97,On,Off,0,Off,0,14.76,0,14.76,0,0,14.7,0,-2,0,0,0,-3,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,1150.3,79.2561,79.3182,78.7093,78.5291,0,0.47,0,0,0.03,0.055,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101628,802383,802383361,3140,78.9143,6,0,1.3,16.01,1.1,25,60,2.99,0,57.69,551,86,0,105.8,93.2,181.4,163.4,14.07,5.21,32,2.22,0,5,2883.35,2900.75,45,15,-4,-3,-2,-3,3.4,3.97,On,Off,0,Off,0,14.76,0,14.76,0,0,14.7,0,-2,0,0,0,-3,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,1150.3,79.2561,79.3182,78.7093,78.5291,0,0.47,0,0,0.03,0.055,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101629,802384,802384368,3140,78.9143,6,0,1.3,16.01,1.1,25,60,2.99,0,57.69,551,86,0,105.8,93.2,181.4,163.4,14.07,5.21,32,2.22,0,5,2883.35,2900.75,45,15,-4,-3,-2,-3,3.4,3.97,On,Off,0,Off,0,14.76,0,14.76,0,0,14.7,0,-2,0,0,0,-3,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,1150.3,79.2561,79.3182,78.7093,78.5291,0,0.47,0,0,0.03,0.055,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101630,802385,802385345,3140,78.9143,6,0,1.3,16.01,1.1,25,60,2.99,0,57.69,551,86,0,105.8,93.2,181.4,163.4,14.07,5.21,32,2.22,0,5,2883.35,2900.75,45,15,-4,-3,-2,-3,3.4,3.97,On,Off,0,Off,0,14.76,0,14.76,0,0,14.7,0,-2,0,0,0,-3,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,1150.3,79.2561,79.3182,78.7093,78.5291,0,0.47,0,0,0.03,0.055,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101631,802386,802386352,3140,78.9143,6,0,1.3,16.01,1.1,25,60,2.99,0,57.69,551,86,0,105.8,93.2,181.4,163.4,14.07,5.21,32,2.22,0,5,2883.35,2900.75,45,15,-4,-3,-2,-3,3.4,3.97,On,Off,0,Off,0,14.76,0,14.76,0,0,14.7,0,-2,0,0,0,-3,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,1150.3,79.3493,79.4301,78.7714,78.6471,0,0.47,0,0,0.03,0.055,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101632,802387,802387359,3140,78.9143,6,0,1.3,16.01,1.1,25,60,2.99,0,57.69,551,86,0,105.8,93.2,181.4,163.4,14.07,5.21,32,2.22,0,5,2883.35,2900.75,45,15,-4,-3,-2,-3,3.4,3.97,On,Off,0,Off,0,14.76,0,14.76,0,0,14.7,0,-2,0,0,0,-3,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,1150.3,79.3493,79.4301,78.7714,78.6471,0,0.47,0,0,0.02,0.06,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101633,802412,802412109,3140,78.9143,6,0,1.3,16.01,1.1,25,60,2.99,0,57.69,551,86,0,105.8,93.2,181.4,163.4,14.07,5.21,32,2.24,0,5,2883.35,2900.75,45,15,-4,-3,-2,-3,3.4,3.97,On,Off,0,Off,0,14.76,0,14.76,0,0,14.7,0,-2,0,0,0,-3,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,1150.3,79.3493,79.4301,78.7714,78.6471,0,0.47,0,0,0.02,0.06,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
101634,802432,802432067,3140,78.9143,6,0,1.3,16.15,1.1,25,55,2.99,0,57.69,551,87,0,105.8,93.2,181.4,163.4,14.07,5.21,32,2.24,0,5,2883.35,2900.75,45,15,-3,-3,-3,-4,3.78,4.16,On,Off,0,Off,0,14.68,0,14.68,0,0,14.7,0,-2,0,0,0,-3,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,1150.4,79.3493,79.4301,78.7714,78.6471,0,0.47,0,0,0.02,0.06,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
